,C/A,UNIT,SCP,DATE,TIME,DESC,ENTRIES,EXITS,Entries_hourly,Exits_hourly,Time_Formatted
1593,A011,R080,01-00-04,05-26-11,12:00:00,REGULAR,7246668,7333806,195.0,854.0,12
1594,A011,R080,01-00-04,05-26-11,16:00:00,REGULAR,7247048,7334225,380.0,419.0,16
1595,A011,R080,01-00-04,05-26-11,20:00:00,REGULAR,7247887,7334717,839.0,492.0,20
1596,A011,R080,01-00-04,05-27-11,00:00:00,REGULAR,7248160,7334912,273.0,195.0,0
1597,A011,R080,01-00-04,05-27-11,04:00:00,REGULAR,7248230,7334935,70.0,23.0,4
1598,A011,R080,01-00-04,05-27-11,12:00:00,REGULAR,7248463,7335883,233.0,948.0,12
1599,A011,R080,01-00-04,05-27-11,16:00:00,REGULAR,7248973,7336344,510.0,461.0,16
1600,A011,R080,01-00-04,05-27-11,20:00:00,REGULAR,7249574,7336812,601.0,468.0,20
1601,A011,R080,01-00-05,05-21-11,00:00:00,REGULAR,9375382,8285799,2125808.0,948987.0,0
1602,A011,R080,01-00-05,05-21-11,04:00:00,REGULAR,9375495,8285860,113.0,61.0,4
1603,A011,R080,01-00-05,05-21-11,08:00:00,REGULAR,9375537,8285940,42.0,80.0,8
1604,A011,R080,01-00-05,05-21-11,12:00:00,REGULAR,9375666,8286237,129.0,297.0,12
1605,A011,R080,01-00-05,05-21-11,16:00:00,REGULAR,9375960,8286679,294.0,442.0,16
1606,A011,R080,01-00-05,05-21-11,20:00:00,REGULAR,9376295,8287118,335.0,439.0,20
1607,A011,R080,01-00-05,05-22-11,00:00:00,REGULAR,9376538,8287348,243.0,230.0,0
1608,A011,R080,01-00-05,05-22-11,04:00:00,REGULAR,9376618,8287415,80.0,67.0,4
1609,A011,R080,01-00-05,05-22-11,08:00:00,REGULAR,9376650,8287494,32.0,79.0,8
1610,A011,R080,01-00-05,05-22-11,12:00:00,REGULAR,9376755,8287742,105.0,248.0,12
1611,A011,R080,01-00-05,05-22-11,16:00:00,REGULAR,9377024,8288081,269.0,339.0,16
1612,A011,R080,01-00-05,05-22-11,20:00:00,REGULAR,9377346,8288363,322.0,282.0,20
1613,A011,R080,01-00-05,05-23-11,00:00:00,REGULAR,9377603,8288499,257.0,136.0,0
1614,A011,R080,01-00-05,05-23-11,04:00:00,REGULAR,9377660,8288524,57.0,25.0,4
1615,A011,R080,01-00-05,05-23-11,08:00:00,REGULAR,9377717,8288777,57.0,253.0,8
1616,A011,R080,01-00-05,05-23-11,12:00:00,REGULAR,9377906,8289758,189.0,981.0,12
1617,A011,R080,01-00-05,05-23-11,16:00:00,REGULAR,9378338,8290137,432.0,379.0,16
1618,A011,R080,01-00-05,05-23-11,20:00:00,REGULAR,9379544,8290511,1206.0,374.0,20
1619,A011,R080,01-00-05,05-24-11,00:00:00,REGULAR,9379873,8290690,329.0,179.0,0
1620,A011,R080,01-00-05,05-24-11,04:00:00,REGULAR,9379932,8290700,59.0,10.0,4
1621,A011,R080,01-00-05,05-24-11,08:00:00,REGULAR,9379989,8290981,57.0,281.0,8
1622,A011,R080,01-00-05,05-24-11,12:00:00,REGULAR,9380178,8291996,189.0,1015.0,12
1623,A011,R080,01-00-05,05-24-11,16:00:00,REGULAR,9380634,8292399,456.0,403.0,16
1624,A011,R080,01-00-05,05-24-11,20:00:00,REGULAR,9381776,8292832,1142.0,433.0,20
1625,A011,R080,01-00-05,05-25-11,00:00:00,REGULAR,9382175,8293042,399.0,210.0,0
1626,A011,R080,01-00-05,05-25-11,04:00:00,REGULAR,9382249,8293058,74.0,16.0,4
1627,A011,R080,01-00-05,05-25-11,08:00:00,REGULAR,9382308,8293363,59.0,305.0,8
1628,A011,R080,01-00-05,05-25-11,12:00:00,REGULAR,9382536,8294303,228.0,940.0,12
1629,A011,R080,01-00-05,05-25-11,16:00:00,REGULAR,9382995,8294748,459.0,445.0,16
1630,A011,R080,01-00-05,05-25-11,20:00:00,REGULAR,9384141,8295180,1146.0,432.0,20
1631,A011,R080,01-00-05,05-26-11,00:00:00,REGULAR,9384528,8295385,387.0,205.0,0
1632,A011,R080,01-00-05,05-26-11,04:00:00,REGULAR,9384591,8295405,63.0,20.0,4
1633,A011,R080,01-00-05,05-26-11,08:00:00,REGULAR,9384657,8295720,66.0,315.0,8
1634,A011,R080,01-00-05,05-26-11,12:00:00,REGULAR,9384870,8296756,213.0,1036.0,12
1635,A011,R080,01-00-05,05-26-11,16:00:00,REGULAR,9385348,8297273,478.0,517.0,16
1636,A011,R080,01-00-05,05-26-11,20:00:00,REGULAR,9386500,8297699,1152.0,426.0,20
1637,A011,R080,01-00-05,05-27-11,00:00:00,REGULAR,9386869,8297921,369.0,222.0,0
1638,A011,R080,01-00-05,05-27-11,04:00:00,REGULAR,9386938,8297943,69.0,22.0,4
1639,A011,R080,01-00-05,05-27-11,12:00:00,REGULAR,9387204,8299048,266.0,1105.0,12
1640,A011,R080,01-00-05,05-27-11,16:00:00,REGULAR,9387882,8299523,678.0,475.0,16
1641,A011,R080,01-00-05,05-27-11,20:00:00,REGULAR,9388670,8299903,788.0,380.0,20
1642,A013,R081,01-00-00,05-21-11,00:00:00,REGULAR,4461930,24547255,-4926740.0,16247352.0,0
1643,A013,R081,01-00-00,05-21-11,04:00:00,REGULAR,4461935,24547390,5.0,135.0,4
1644,A013,R081,01-00-00,05-21-11,08:00:00,REGULAR,4461935,24547547,0.0,157.0,8
1645,A013,R081,01-00-00,05-21-11,12:00:00,REGULAR,4461951,24548224,16.0,677.0,12
1646,A013,R081,01-00-00,05-21-11,16:00:00,REGULAR,4461964,24549432,13.0,1208.0,16
1647,A013,R081,01-00-00,05-21-11,20:00:00,REGULAR,4461991,24551076,27.0,1644.0,20
1648,A013,R081,01-00-00,05-22-11,00:00:00,REGULAR,4462016,24551698,25.0,622.0,0
1649,A013,R081,01-00-00,05-22-11,04:00:00,REGULAR,4462026,24551841,10.0,143.0,4
1650,A013,R081,01-00-00,05-22-11,08:00:00,REGULAR,4462027,24551930,1.0,89.0,8
1651,A013,R081,01-00-00,05-22-11,12:00:00,REGULAR,4462040,24552482,13.0,552.0,12
1652,A013,R081,01-00-00,05-22-11,16:00:00,REGULAR,4462054,24553621,14.0,1139.0,16
1653,A013,R081,01-00-00,05-22-11,20:00:00,REGULAR,4462086,24554696,32.0,1075.0,20
1654,A013,R081,01-00-00,05-23-11,00:00:00,REGULAR,4462115,24555100,29.0,404.0,0
1655,A013,R081,01-00-00,05-23-11,04:00:00,REGULAR,4462120,24555152,5.0,52.0,4
1656,A013,R081,01-00-00,05-23-11,12:00:00,REGULAR,4462141,24557316,21.0,2164.0,12
1657,A013,R081,01-00-00,05-23-11,16:00:00,REGULAR,4462225,24558361,84.0,1045.0,16
1658,A013,R081,01-00-00,05-23-11,20:00:00,REGULAR,4462510,24559620,285.0,1259.0,20
1659,A013,R081,01-00-00,05-24-11,00:00:00,REGULAR,4462636,24560056,126.0,436.0,0
1660,A013,R081,01-00-00,05-24-11,04:00:00,REGULAR,4462658,24560088,22.0,32.0,4
1661,A013,R081,01-00-00,05-24-11,12:00:00,REGULAR,4462699,24562361,41.0,2273.0,12
1662,A013,R081,01-00-00,05-25-11,04:00:00,REGULAR,4463261,24565506,562.0,3145.0,4
1663,A013,R081,01-00-00,05-25-11,16:00:00,REGULAR,4463410,24568947,149.0,3441.0,16
1664,A013,R081,01-00-00,05-25-11,20:00:00,REGULAR,4463691,24570559,281.0,1612.0,20
1665,A013,R081,01-00-00,05-26-11,00:00:00,REGULAR,4463840,24571096,149.0,537.0,0
1666,A013,R081,01-00-00,05-26-11,04:00:00,REGULAR,4463867,24571147,27.0,51.0,4
1667,A013,R081,01-00-00,05-26-11,08:00:00,REGULAR,4463883,24571595,16.0,448.0,8
1668,A013,R081,01-00-00,05-26-11,12:00:00,REGULAR,4463923,24573257,40.0,1662.0,12
1669,A013,R081,01-00-00,05-26-11,16:00:00,REGULAR,4464014,24574438,91.0,1181.0,16
1670,A013,R081,01-00-00,05-26-11,20:00:00,REGULAR,4464286,24575989,272.0,1551.0,20
1671,A013,R081,01-00-00,05-27-11,00:00:00,REGULAR,4464452,24576546,166.0,557.0,0
1672,A013,R081,01-00-00,05-27-11,04:00:00,REGULAR,4464489,24576615,37.0,69.0,4
1673,A013,R081,01-00-00,05-27-11,08:00:00,REGULAR,4464506,24577071,17.0,456.0,8
1674,A013,R081,01-00-00,05-27-11,12:00:00,REGULAR,4464540,24578513,34.0,1442.0,12
1675,A013,R081,01-00-00,05-27-11,16:00:00,REGULAR,4464705,24579655,165.0,1142.0,16
1676,A013,R081,01-00-00,05-27-11,20:00:00,REGULAR,4464926,24581059,221.0,1404.0,20
1677,A013,R081,01-03-00,05-21-11,00:00:00,REGULAR,956473,1166982,-3508453.0,-23414077.0,0
1678,A013,R081,01-03-00,05-21-11,04:00:00,REGULAR,956541,1167025,68.0,43.0,4
1679,A013,R081,01-03-00,05-21-11,08:00:00,REGULAR,956551,1167064,10.0,39.0,8
1680,A013,R081,01-03-00,05-21-11,12:00:00,REGULAR,956596,1167268,45.0,204.0,12
1681,A013,R081,01-03-00,05-21-11,16:00:00,REGULAR,956690,1167653,94.0,385.0,16
1682,A013,R081,01-03-00,05-21-11,20:00:00,REGULAR,956863,1168342,173.0,689.0,20
1683,A013,R081,01-03-00,05-22-11,00:00:00,REGULAR,957083,1168560,220.0,218.0,0
1684,A013,R081,01-03-00,05-22-11,04:00:00,REGULAR,957169,1168607,86.0,47.0,4
1685,A013,R081,01-03-00,05-22-11,08:00:00,REGULAR,957181,1168631,12.0,24.0,8
1686,A013,R081,01-03-00,05-22-11,12:00:00,REGULAR,957217,1168781,36.0,150.0,12
1687,A013,R081,01-03-00,05-22-11,16:00:00,REGULAR,957334,1169140,117.0,359.0,16
1688,A013,R081,01-03-00,05-22-11,20:00:00,REGULAR,957514,1169506,180.0,366.0,20
1689,A013,R081,01-03-00,05-23-11,00:00:00,REGULAR,957709,1169665,195.0,159.0,0
1690,A013,R081,01-03-00,05-23-11,04:00:00,REGULAR,957755,1169682,46.0,17.0,4
1691,A013,R081,01-03-00,05-23-11,12:00:00,REGULAR,957826,1170517,71.0,835.0,12
1692,A013,R081,01-03-00,05-23-11,16:00:00,REGULAR,958023,1170780,197.0,263.0,16
1693,A013,R081,01-03-00,05-23-11,20:00:00,REGULAR,958712,1171154,689.0,374.0,20
1694,A013,R081,01-03-00,05-24-11,00:00:00,REGULAR,958998,1171278,286.0,124.0,0
1695,A013,R081,01-03-00,05-24-11,04:00:00,REGULAR,959049,1171287,51.0,9.0,4
1696,A013,R081,01-03-00,05-24-11,08:00:00,REGULAR,959072,1171464,23.0,177.0,8
1697,A013,R081,01-03-00,05-24-11,12:00:00,REGULAR,959158,1172149,86.0,685.0,12
1698,A013,R081,01-03-00,05-25-11,04:00:00,REGULAR,960573,1173087,1415.0,938.0,4
1699,A013,R081,01-03-00,05-25-11,08:00:00,REGULAR,960593,1173269,20.0,182.0,8
1700,A013,R081,01-03-00,05-25-11,12:00:00,REGULAR,960704,1173962,111.0,693.0,12
1701,A013,R081,01-03-00,05-25-11,16:00:00,REGULAR,960940,1174318,236.0,356.0,16
1702,A013,R081,01-03-00,05-25-11,20:00:00,REGULAR,961629,1174768,689.0,450.0,20
1703,A013,R081,01-03-00,05-26-11,00:00:00,REGULAR,962045,1174913,416.0,145.0,0
1704,A013,R081,01-03-00,05-26-11,04:00:00,REGULAR,962106,1174927,61.0,14.0,4
1705,A013,R081,01-03-00,05-26-11,08:00:00,REGULAR,962137,1175101,31.0,174.0,8
1706,A013,R081,01-03-00,05-26-11,20:00:00,REGULAR,963179,1176678,1042.0,1577.0,20
1707,A013,R081,01-03-00,05-27-11,00:00:00,REGULAR,963561,1176818,382.0,140.0,0
1708,A013,R081,01-03-00,05-27-11,04:00:00,REGULAR,963642,1176835,81.0,17.0,4
1709,A013,R081,01-03-00,05-27-11,08:00:00,REGULAR,963678,1176986,36.0,151.0,8
1710,A013,R081,01-03-00,05-27-11,12:00:00,REGULAR,963769,1177496,91.0,510.0,12
1711,A013,R081,01-03-00,05-27-11,16:00:00,REGULAR,964159,1177849,390.0,353.0,16
1712,A013,R081,01-03-00,05-27-11,20:00:00,REGULAR,964626,1178363,467.0,514.0,20
1713,A013,R081,01-03-01,05-21-11,00:00:00,REGULAR,1459942,808376,495316.0,-369987.0,0
1714,A013,R081,01-03-01,05-21-11,04:00:00,REGULAR,1460064,808395,122.0,19.0,4
1715,A013,R081,01-03-01,05-21-11,08:00:00,REGULAR,1460098,808420,34.0,25.0,8
1716,A013,R081,01-03-01,05-21-11,12:00:00,REGULAR,1460178,808531,80.0,111.0,12
1717,A013,R081,01-03-01,05-21-11,16:00:00,REGULAR,1460390,808731,212.0,200.0,16
1718,A013,R081,01-03-01,05-21-11,20:00:00,REGULAR,1460732,809005,342.0,274.0,20
1719,A013,R081,01-03-01,05-22-11,00:00:00,REGULAR,1461112,809082,380.0,77.0,0
1720,A013,R081,01-03-01,05-22-11,04:00:00,REGULAR,1461231,809094,119.0,12.0,4
1721,A013,R081,01-03-01,05-22-11,08:00:00,REGULAR,1461262,809110,31.0,16.0,8
1722,A013,R081,01-03-01,05-22-11,12:00:00,REGULAR,1461347,809199,85.0,89.0,12
1723,A013,R081,01-03-01,05-22-11,16:00:00,REGULAR,1461584,809352,237.0,153.0,16
1724,A013,R081,01-03-01,05-22-11,20:00:00,REGULAR,1461928,809505,344.0,153.0,20
1725,A013,R081,01-03-01,05-23-11,00:00:00,REGULAR,1462220,809575,292.0,70.0,0
1726,A013,R081,01-03-01,05-23-11,04:00:00,REGULAR,1462273,809580,53.0,5.0,4
1727,A013,R081,01-03-01,05-23-11,12:00:00,REGULAR,1462429,810131,156.0,551.0,12
1728,A013,R081,01-03-01,05-23-11,16:00:00,REGULAR,1462724,810271,295.0,140.0,16
1729,A013,R081,01-03-01,05-23-11,20:00:00,REGULAR,1463568,810462,844.0,191.0,20
1730,A013,R081,01-03-01,05-24-11,00:00:00,REGULAR,1463879,810516,311.0,54.0,0
1731,A013,R081,01-03-01,05-24-11,04:00:00,REGULAR,1463942,810520,63.0,4.0,4
1732,A013,R081,01-03-01,05-24-11,08:00:00,REGULAR,1463978,810656,36.0,136.0,8
1733,A013,R081,01-03-01,05-24-11,12:00:00,REGULAR,1464118,811140,140.0,484.0,12
1734,A013,R081,01-03-01,05-25-11,04:00:00,REGULAR,1465756,811604,1638.0,464.0,4
1735,A013,R081,01-03-01,05-25-11,08:00:00,REGULAR,1465792,811765,36.0,161.0,8
1736,A013,R081,01-03-01,05-25-11,12:00:00,REGULAR,1465929,812220,137.0,455.0,12
1737,A013,R081,01-03-01,05-25-11,16:00:00,REGULAR,1466256,812395,327.0,175.0,16
1738,A013,R081,01-03-01,05-25-11,20:00:00,REGULAR,1467109,812602,853.0,207.0,20
1739,A013,R081,01-03-01,05-26-11,00:00:00,REGULAR,1467529,812653,420.0,51.0,0
1740,A013,R081,01-03-01,05-26-11,04:00:00,REGULAR,1467586,812658,57.0,5.0,4
1741,A013,R081,01-03-01,05-26-11,08:00:00,REGULAR,1467623,812803,37.0,145.0,8
1742,A013,R081,01-03-01,05-26-11,20:00:00,REGULAR,1468934,813631,1311.0,828.0,20
1743,A013,R081,01-03-01,05-27-11,00:00:00,REGULAR,1469344,813718,410.0,87.0,0
1744,A013,R081,01-03-01,05-27-11,04:00:00,REGULAR,1469433,813725,89.0,7.0,4
1745,A013,R081,01-03-01,05-27-11,08:00:00,REGULAR,1469464,813811,31.0,86.0,8
1746,A013,R081,01-03-01,05-27-11,12:00:00,REGULAR,1469598,814169,134.0,358.0,12
1747,A013,R081,01-03-01,05-27-11,16:00:00,REGULAR,1470050,814323,452.0,154.0,16
1748,A013,R081,01-03-01,05-27-11,20:00:00,REGULAR,1470654,814531,604.0,208.0,20
1749,A013,R081,01-03-02,05-21-11,00:00:00,REGULAR,4751832,2217565,3281178.0,1403034.0,0
1750,A013,R081,01-03-02,05-21-11,04:00:00,REGULAR,4752001,2217586,169.0,21.0,4
1751,A013,R081,01-03-02,05-21-11,08:00:00,REGULAR,4752058,2217639,57.0,53.0,8
1752,A013,R081,01-03-02,05-21-11,12:00:00,REGULAR,4752187,2217781,129.0,142.0,12
1753,A013,R081,01-03-02,05-21-11,16:00:00,REGULAR,4752493,2217984,306.0,203.0,16
1754,A013,R081,01-03-02,05-21-11,20:00:00,REGULAR,4753060,2218214,567.0,230.0,20
1755,A013,R081,01-03-02,05-22-11,00:00:00,REGULAR,4753554,2218270,494.0,56.0,0
1756,A013,R081,01-03-02,05-22-11,04:00:00,REGULAR,4753709,2218283,155.0,13.0,4
1757,A013,R081,01-03-02,05-22-11,08:00:00,REGULAR,4753749,2218315,40.0,32.0,8
1758,A013,R081,01-03-02,05-22-11,12:00:00,REGULAR,4753863,2218470,114.0,155.0,12
1759,A013,R081,01-03-02,05-22-11,16:00:00,REGULAR,4754235,2218645,372.0,175.0,16
1760,A013,R081,01-03-02,05-22-11,20:00:00,REGULAR,4754758,2218816,523.0,171.0,20
1761,A013,R081,01-03-02,05-23-11,00:00:00,REGULAR,4755176,2218879,418.0,63.0,0
1762,A013,R081,01-03-02,05-23-11,04:00:00,REGULAR,4755277,2218884,101.0,5.0,4
1763,A013,R081,01-03-02,05-23-11,12:00:00,REGULAR,4755581,2219636,304.0,752.0,12
1764,A013,R081,01-03-02,05-23-11,16:00:00,REGULAR,4756051,2219825,470.0,189.0,16
1765,A013,R081,01-03-02,05-23-11,20:00:00,REGULAR,4757196,2219983,1145.0,158.0,20
1766,A013,R081,01-03-02,05-24-11,00:00:00,REGULAR,4757665,2220026,469.0,43.0,0
1767,A013,R081,01-03-02,05-24-11,04:00:00,REGULAR,4757761,2220030,96.0,4.0,4
1768,A013,R081,01-03-02,05-24-11,08:00:00,REGULAR,4757818,2220230,57.0,200.0,8
1769,A013,R081,01-03-02,05-24-11,12:00:00,REGULAR,4758050,2220771,232.0,541.0,12
1770,A013,R081,01-03-02,05-25-11,04:00:00,REGULAR,4760313,2221262,2263.0,491.0,4
1771,A013,R081,01-03-02,05-25-11,08:00:00,REGULAR,4760378,2221439,65.0,177.0,8
1772,A013,R081,01-03-02,05-25-11,12:00:00,REGULAR,4760633,2221961,255.0,522.0,12
1773,A013,R081,01-03-02,05-25-11,16:00:00,REGULAR,4761121,2222192,488.0,231.0,16
1774,A013,R081,01-03-02,05-25-11,20:00:00,REGULAR,4762294,2222408,1173.0,216.0,20
1775,A013,R081,01-03-02,05-26-11,00:00:00,REGULAR,4762897,2222473,603.0,65.0,0
1776,A013,R081,01-03-02,05-26-11,04:00:00,REGULAR,4762976,2222478,79.0,5.0,4
1777,A013,R081,01-03-02,05-26-11,08:00:00,REGULAR,4763033,2222658,57.0,180.0,8
1778,A013,R081,01-03-02,05-26-11,20:00:00,REGULAR,4764859,2223650,1826.0,992.0,20
1779,A013,R081,01-03-02,05-27-11,00:00:00,REGULAR,4765463,2223721,604.0,71.0,0
1780,A013,R081,01-03-02,05-27-11,04:00:00,REGULAR,4765560,2223731,97.0,10.0,4
1781,A013,R081,01-03-02,05-27-11,08:00:00,REGULAR,4765629,2223892,69.0,161.0,8
1782,A013,R081,01-03-02,05-27-11,12:00:00,REGULAR,4765838,2224332,209.0,440.0,12
1783,A013,R081,01-03-02,05-27-11,16:00:00,REGULAR,4766526,2224538,688.0,206.0,16
1784,A013,R081,01-03-02,05-27-11,20:00:00,REGULAR,4767346,2224757,820.0,219.0,20
1785,A013,R081,01-05-00,05-21-11,00:00:00,REGULAR,940,0,-4766406.0,-2224757.0,0
1786,A013,R081,01-05-00,05-21-11,04:00:00,REGULAR,940,0,0.0,0.0,4
1787,A013,R081,01-05-00,05-21-11,08:00:00,REGULAR,940,0,0.0,0.0,8
1788,A013,R081,01-05-00,05-21-11,12:00:00,REGULAR,940,0,0.0,0.0,12
1789,A013,R081,01-05-00,05-21-11,16:00:00,REGULAR,940,0,0.0,0.0,16
1790,A013,R081,01-05-00,05-21-11,20:00:00,REGULAR,940,0,0.0,0.0,20
1791,A013,R081,01-05-00,05-22-11,00:00:00,REGULAR,940,0,0.0,0.0,0
1792,A013,R081,01-05-00,05-22-11,04:00:00,REGULAR,940,0,0.0,0.0,4
1793,A013,R081,01-05-00,05-22-11,08:00:00,REGULAR,940,0,0.0,0.0,8
1794,A013,R081,01-05-00,05-22-11,12:00:00,REGULAR,940,0,0.0,0.0,12
1795,A013,R081,01-05-00,05-22-11,16:00:00,REGULAR,940,0,0.0,0.0,16
1796,A013,R081,01-05-00,05-22-11,20:00:00,REGULAR,940,0,0.0,0.0,20
1797,A013,R081,01-05-00,05-23-11,00:00:00,REGULAR,940,0,0.0,0.0,0
1798,A013,R081,01-05-00,05-23-11,04:00:00,REGULAR,940,0,0.0,0.0,4
1799,A013,R081,01-05-00,05-23-11,08:00:00,REGULAR,940,0,0.0,0.0,8
1800,A013,R081,01-05-00,05-23-11,12:00:00,REGULAR,940,0,0.0,0.0,12
1801,A013,R081,01-05-00,05-23-11,16:00:00,REGULAR,940,0,0.0,0.0,16
1802,A013,R081,01-05-00,05-23-11,20:00:00,REGULAR,940,0,0.0,0.0,20
1803,A013,R081,01-05-00,05-24-11,00:00:00,REGULAR,940,0,0.0,0.0,0
1804,A013,R081,01-05-00,05-24-11,04:00:00,REGULAR,940,0,0.0,0.0,4
1805,A013,R081,01-05-00,05-24-11,08:00:00,REGULAR,940,0,0.0,0.0,8
1806,A013,R081,01-05-00,05-24-11,12:00:00,REGULAR,940,0,0.0,0.0,12
1807,A013,R081,01-05-00,05-25-11,00:00:00,REGULAR,941,0,1.0,0.0,0
1808,A013,R081,01-05-00,05-25-11,04:00:00,REGULAR,941,0,0.0,0.0,4
1809,A013,R081,01-05-00,05-25-11,12:00:00,REGULAR,941,0,0.0,0.0,12
1810,A013,R081,01-05-00,05-25-11,16:00:00,REGULAR,941,0,0.0,0.0,16
1811,A013,R081,01-05-00,05-25-11,20:00:00,REGULAR,941,0,0.0,0.0,20
1812,A013,R081,01-05-00,05-26-11,00:00:00,REGULAR,941,0,0.0,0.0,0
1813,A013,R081,01-05-00,05-26-11,04:00:00,REGULAR,941,0,0.0,0.0,4
1814,A013,R081,01-05-00,05-26-11,08:00:00,REGULAR,941,0,0.0,0.0,8
1815,A013,R081,01-05-00,05-26-11,12:00:00,REGULAR,942,0,1.0,0.0,12
1816,A013,R081,01-05-00,05-27-11,00:00:00,REGULAR,945,0,3.0,0.0,0
1817,A013,R081,01-05-00,05-27-11,04:00:00,REGULAR,945,0,0.0,0.0,4
1818,A013,R081,01-05-00,05-27-11,08:00:00,REGULAR,945,0,0.0,0.0,8
1819,A013,R081,01-05-00,05-27-11,12:00:00,REGULAR,945,0,0.0,0.0,12
1820,A013,R081,01-05-00,05-27-11,16:00:00,REGULAR,945,0,0.0,0.0,16
1821,A013,R081,01-05-00,05-27-11,20:00:00,REGULAR,945,0,0.0,0.0,20
1822,A013,R081,01-05-01,05-21-11,00:00:00,REGULAR,0,51,-945.0,51.0,0
1823,A013,R081,01-05-01,05-21-11,04:00:00,REGULAR,0,51,0.0,0.0,4
1824,A013,R081,01-05-01,05-21-11,08:00:00,REGULAR,0,51,0.0,0.0,8
1825,A013,R081,01-05-01,05-21-11,12:00:00,REGULAR,0,51,0.0,0.0,12
1826,A013,R081,01-05-01,05-21-11,16:00:00,REGULAR,0,51,0.0,0.0,16
1827,A013,R081,01-05-01,05-21-11,20:00:00,REGULAR,0,51,0.0,0.0,20
1828,A013,R081,01-05-01,05-22-11,00:00:00,REGULAR,0,51,0.0,0.0,0
1829,A013,R081,01-05-01,05-22-11,04:00:00,REGULAR,0,51,0.0,0.0,4
1830,A013,R081,01-05-01,05-22-11,08:00:00,REGULAR,0,51,0.0,0.0,8
1831,A013,R081,01-05-01,05-22-11,12:00:00,REGULAR,0,51,0.0,0.0,12
1832,A013,R081,01-05-01,05-22-11,16:00:00,REGULAR,0,51,0.0,0.0,16
1833,A013,R081,01-05-01,05-22-11,20:00:00,REGULAR,0,51,0.0,0.0,20
1834,A013,R081,01-05-01,05-23-11,00:00:00,REGULAR,0,51,0.0,0.0,0
1835,A013,R081,01-05-01,05-23-11,04:00:00,REGULAR,0,51,0.0,0.0,4
1836,A013,R081,01-05-01,05-23-11,08:00:00,REGULAR,0,51,0.0,0.0,8
1837,A013,R081,01-05-01,05-23-11,12:00:00,REGULAR,0,51,0.0,0.0,12
1838,A013,R081,01-05-01,05-23-11,16:00:00,REGULAR,0,51,0.0,0.0,16
1839,A013,R081,01-05-01,05-23-11,20:00:00,REGULAR,0,51,0.0,0.0,20
1840,A013,R081,01-05-01,05-24-11,00:00:00,REGULAR,0,51,0.0,0.0,0
1841,A013,R081,01-05-01,05-24-11,04:00:00,REGULAR,0,51,0.0,0.0,4
1842,A013,R081,01-05-01,05-24-11,08:00:00,REGULAR,0,51,0.0,0.0,8
1843,A013,R081,01-05-01,05-24-11,12:00:00,REGULAR,0,51,0.0,0.0,12
1844,A013,R081,01-05-01,05-25-11,00:00:00,REGULAR,0,51,0.0,0.0,0
1845,A013,R081,01-05-01,05-25-11,04:00:00,REGULAR,0,51,0.0,0.0,4
1846,A013,R081,01-05-01,05-25-11,12:00:00,REGULAR,0,51,0.0,0.0,12
1847,A013,R081,01-05-01,05-25-11,16:00:00,REGULAR,0,51,0.0,0.0,16
1848,A013,R081,01-05-01,05-25-11,20:00:00,REGULAR,0,51,0.0,0.0,20
1849,A013,R081,01-05-01,05-26-11,00:00:00,REGULAR,0,51,0.0,0.0,0
1850,A013,R081,01-05-01,05-26-11,04:00:00,REGULAR,0,51,0.0,0.0,4
1851,A013,R081,01-05-01,05-26-11,08:00:00,REGULAR,0,51,0.0,0.0,8
1852,A013,R081,01-05-01,05-26-11,12:00:00,REGULAR,0,51,0.0,0.0,12
1853,A013,R081,01-05-01,05-27-11,00:00:00,REGULAR,0,54,0.0,3.0,0
1854,A013,R081,01-05-01,05-27-11,04:00:00,REGULAR,0,54,0.0,0.0,4
1855,A013,R081,01-05-01,05-27-11,08:00:00,REGULAR,0,54,0.0,0.0,8
1856,A013,R081,01-05-01,05-27-11,12:00:00,REGULAR,0,54,0.0,0.0,12
1857,A013,R081,01-05-01,05-27-11,16:00:00,REGULAR,0,54,0.0,0.0,16
1858,A013,R081,01-05-01,05-27-11,20:00:00,REGULAR,0,54,0.0,0.0,20
1859,A014,R081,02-00-00,05-21-11,00:00:00,REGULAR,3717280,1199166,3717280.0,1199112.0,0
1860,A014,R081,02-00-00,05-21-11,04:00:00,REGULAR,3717467,1199171,187.0,5.0,4
1861,A014,R081,02-00-00,05-21-11,08:00:00,REGULAR,3717522,1199210,55.0,39.0,8
1862,A014,R081,02-00-00,05-21-11,12:00:00,REGULAR,3717647,1199272,125.0,62.0,12
1863,A014,R081,02-00-00,05-21-11,16:00:00,REGULAR,3717943,1199372,296.0,100.0,16
1864,A014,R081,02-00-00,05-21-11,20:00:00,REGULAR,3718411,1199517,468.0,145.0,20
1865,A014,R081,02-00-00,05-22-11,00:00:00,REGULAR,3718957,1199574,546.0,57.0,0
1866,A014,R081,02-00-00,05-22-11,04:00:00,REGULAR,3719156,1199596,199.0,22.0,4
1867,A014,R081,02-00-00,05-22-11,08:00:00,REGULAR,3719196,1199618,40.0,22.0,8
1868,A014,R081,02-00-00,05-22-11,12:00:00,REGULAR,3719301,1199690,105.0,72.0,12
1869,A014,R081,02-00-00,05-22-11,16:00:00,REGULAR,3719526,1199790,225.0,100.0,16
1870,A014,R081,02-00-00,05-22-11,20:00:00,REGULAR,3719979,1199853,453.0,63.0,20
1871,A014,R081,02-00-00,05-23-11,00:00:00,REGULAR,3720362,1199888,383.0,35.0,0
